ID	種別	発見物名	ランク	説明	時代	ポイント	難易度	経験値	備考	最終更新日時	関連クエスト
913	財宝	赤毛のエイリークのサガ	2	ヴァイキングの英雄・赤毛のエイリークを中心とした物語。<br>エイリークのグリーンランド移住と、侠気のソルフィンによる西方探索が描かれている。		6	5	390	航海者・ヴァイキング	2015-01-27 02:09:17	3147:航海者・ヴァイキング
816	財宝	占事略决	5	読みは「せんじりゃっけつ」。陰陽師・安倍晴明がまとめた書物の写本。式占の一種である六壬神課に関し、基本的な説明や占いの方法が記されている。		10	13	1230	東洋占術の解説書	2016-02-11 20:48:56	3831:東洋占術の解説書
844	財宝	宣教師の書簡	4	ポルトガル人宣教師である、ガスパル・ヴィレラが書いた書簡。<br>堺という日本の港街について、ヴェネツィアのようだと評する記述が見られる。		8	9	780	堺の評判	2015-01-27 02:09:17	2358:堺の評判
848	財宝	戦士の頭飾り	2	ニューギニアの部族間闘争の際に、戦士たちが身に着ける頭飾り。極楽鳥の体に特定の時期だけ見られる飾り羽を、ふんだんに用いて作る。この頭飾りと精霊の加護が宿った胸飾り、そして体中に施したペイントが、仲間たちの士気を高める。		5	7	210	頭飾りの地図	2015-01-27 02:09:17	1739:頭飾りの地図
838	財宝	孫子兵法	3	春秋時代の将軍・孫武が著した兵法書。天運に左右されると考えられていた戦争の勝因、敗因について分析している。		6	7	530	兵法の極意	2015-01-27 02:09:17	2854:兵法の極意
2528	財宝	村正							安土城（深層隠し部屋）	2015-01-27 02:09:17	4810:安土城（深層隠し部屋）
832	財宝	太公望の釣竿	5	周の時代に軍師として活躍した太公望の持ち物といわれる釣竿。<br>一説によると、渭水のほとりで釣りをしていたところ、のちの文王に「祖父の太公が待ち望んだ傑物だ」と称えられ、迎えられたという。		10	11	1060	太公望の魚釣り<br><br>発見時経験値1060　発見物カード経験値530	2016-05-07 14:25:28	2833:太公望の魚釣り
833	財宝	太平記	2	日本における南北朝の動乱を題材としている物語。軍記物であるため合戦の記述が多い。当時の社会の風潮に対し、批判的な立場が取られている。		6	5	360	平和を願う軍記物語	2015-01-27 02:09:17	2329:平和を願う軍記物語
819	財宝	台南の地図	5	読みは「タイナンのちず」。ネーデルラント軍が占領していた港や道路を示した台南の地図。鄭芝龍の部下だった何斌が鄭成功に献上した。台湾島へ安全に上陸するために、大きく役立った。		10	12	1040	鄭成功についての調査	2015-01-27 02:09:17	2614:鄭成功についての調査
2778	財宝	大イノシシの牙	4	巨大なイノシシの牙。古代のイノシシ狩りの戦利品と思われる。<br>ギリシャ神話のカリュドーンのイノシシ狩りのエピソードではイノシシ狩りが伴う危険と名誉が描かれている。				690	神話における狩り<br><br>発見時経験値690　発見物カード経験値345	2016-06-13 13:33:10	5366:神話における狩り
825	財宝	大唐西域記	4	唐僧・玄奘が、西域やインドの仏教遺跡、生活などを記録した見聞録。<br>全12巻に及び、後世に大きな影響を与えている。		6	7	610	唐僧玄奘の旅行記<br><br>発見時経験値610　発見物カード経験値305	2016-05-06 18:24:02	2835:唐僧玄奘の旅行記
826	財宝	大理石のテーブル	1	大理石を使った豪華なテーブル。美しい装飾が施されている。相当な財力がなければ、こんな調度品はそろえられないだろう。		2	4	61	大理石の調度の地図	2015-01-27 02:09:17	821:大理石の調度の地図
827	財宝	大理石の女性像	1	大理石の女性像。丸みのあるラインがとても美しい。あまり古いものではないようだ。		2	6	108	大理石の女性像の地図	2015-01-27 02:09:17	818:大理石の女性像の地図
829	財宝	大理石の男性像	1	大理石の男性像。ギリシャ時代の作風を模倣したもので、肉体美をよく表している。		2	6	108	大理石の男性像の地図	2015-01-27 02:09:17	819:大理石の男性像の地図
828	財宝	大理石の彫刻タイル	1	大理石にレリーフを施したタイル。壁や床にはめ込んで装飾するためのものである。		1	3	69	大理石のレリーフの地図	2015-01-27 02:09:17	817:大理石のレリーフの地図
874	財宝	淡水語辞典	3	イスパニア人が編さんした、淡水で使用されていた言語の辞典。<br>台湾島の先住民や移住民にカトリックを布教するために使われた。		5	6	460	ダンジョン	2015-01-27 02:09:17	2910:紅毛城（深層）
892	財宝	短歌行	4	三国時代の英傑・曹操が、赤壁の戦い前夜に宴席で詠んだといわれる詩。<br>酒について詠んだ前半部分と、能力のある人材を求める詩を詠んだ後半部分からなる。		8	8	640	奸雄の素顔	2015-01-27 02:09:17	2852:奸雄の素顔
801	財宝	中秋帖	1	東晋時代の書家・王羲之の息子、王献之による作品。<br>作品の冒頭が「中秋」で始まることから、この名で呼ばれる。<br>行書を羅列した教則本である。		5	5	180	古書の地図	2015-01-27 02:09:17	2807:古書の地図
857	財宝	朝鮮経国典	1	経国大典より以前に使用されていたという法典。<br>鄭道伝はこの法典を記すことで、朝鮮王朝の法制の基礎を作った。		5	5	160	貴重な書物の地図	2015-01-27 02:09:17	2740:貴重な書物の地図
938	財宝	長弓	3	古来から発達していた狩猟・戦争用の弓。全長が1.2ｍのものをロングボウと呼び、草原地帯の遊牧民が使っていたショートボウと区別する。クレシーの戦いでは、ロングボウ隊を山頂付近に配置し、騎兵隊を無力化させるという活躍を見せた。		4	6	440	イングランドの強化弓	2015-01-27 02:09:17	2843:イングランドの強化弓
939	財宝	長恨歌	4	唐代の玄宗皇帝と楊貴妃の逸話を歌った、長編の漢詩。時代が唐代ではなく漢代に変更されているなど、史実と異なる部分が多い。		7	7	660	本を携えた男<br><br>発見時経験値660　発見物カード経験値330	2016-05-07 14:20:19	2862:本を携えた男
918	財宝	鄭氏の印	4	「鄭氏」と刻まれた金属製の印。<br>鄭氏が貿易の際に認印として使用していたものと思われる。		9	10	800	鄭成功についての再調査	2015-01-27 02:09:17	2615:鄭成功についての再調査
830	財宝	天下布武の印	4	「天下布武」の四文字が刻まれた印章。近世の日本では、文書上の署名の代わりにこうした印が用いられた。<br>使用者の政治思想を表しているとされるが、詳細は不明である。		7	9	690	ダンジョン	2015-01-27 02:09:17	2435:安土城（中層）
831	財宝	天女の舞衣	4	伝統あるアプサラダンスでアプサラ役が着る衣装。踊り子の服の色は、赤・青・緑・白とあるのだが、アプサラ役の衣装は白と決まっている。精緻な刺繍と豪華な装飾が踊り子を天女のように見せるのだろう。		9	9	732	アプサラの舞	2015-01-27 02:09:17	1475:アプサラの舞
822	財宝	唐三彩	3	唐代に焼成された色彩豊かな陶器。<br>主に、貴族の副葬品として使われていた。<br>人形や家財などをかたどったものが多く作られている。		6	7	510	三彩の伝来<br><br>発見時経験値510　発見物カード経験値255	2016-05-06 18:25:32	2793:三彩の伝来
858	財宝	東医宝鑑	3	許浚により記された、全25巻の医学書。<br>道教の影響を受けたこの医学書は、基礎の部分こそ明の李朱医学であるが、朝鮮独自の医学も存分に織り込まれている。今後の医学の発展に大きく寄与するだろう。		7	7	480	宮廷医学の書	2015-01-27 02:09:17	2666:宮廷医学の書
859	財宝	東大寺香木	4	東大寺正倉院に収蔵されている、極上の香木の一つ。<br>正倉院には、沈香・麝香・白檀など多くの香木が収められており、香だけでなく薬としても用いられていた。		8	9	750	愛され尊ばれた香料	2015-01-27 02:09:17	2511:愛され尊ばれた香料
860	財宝	東方見聞録	1	13世紀終わりごろ、元朝のフビライに仕えたマルコ・ポーロの口述を記録した本。この中に、黄金の国ジパングが登場する。		1	0	55	冒険者のバイブル	2015-01-27 02:09:17	994:冒険者のバイブル,995:冒険者のバイブル,996:冒険者のバイブル,997:冒険者のバイブル,998:冒険者のバイブル,999:冒険者のバイブル,5955:東方見聞録の調査
941	財宝	闘牛場チケット	2	かつてバレンシアで、人気闘牛士レスカトールが登場した際、あまりに混雑したため配られた整理券。<br>急きょ作られたもののようだが、レスカトールの肖像が描かれており、貴婦人たちを熱くさせたという。		5	6	330	レスカトール<br><br>発見時経験値330　発見物カード経験値165	2016-06-12 20:46:52	1130:レスカトール
907	財宝	謎の石板	1	「ひすいの仮面はいただいたぜ。あんたへの恨み、これでたっぷり晴らさせてもらった。あんたは最高の冒険者だよ。<br>　　シュレッテンワルダー」<br>石板はヨーロッパ風で新しいものである。		8	12	1	偽りの真実	2015-01-27 02:09:17	1197:偽りの真実
3333	財宝	二重信仰についての論文	5	匿名で書かれた、ロシアの二重信仰に関する記録。著者はロシアの聖職者らしい。ウラジーミル1世が異教の神殿跡を教会に転用していった経緯や、異教の習慣を教会内に取り入れた例などの興味深い報告が記載されている。		10	15	1310		2018-08-30 23:19:41	6189:匿名の論文
3298	財宝	二本歯のフォーク	2	11世紀にヴェネツィア総督夫人となったビザンツ皇女テオドラが、結婚時に持ち込んだカテラリーの一つ。当時のヨーロッパではフォークを使う習慣が廃れていたため、彼女ともども「異教徒かぶれの文物」として非難の的になった。		9	5	320		2018-06-25 20:47:17	6142:先にありて失われしもの
2930	財宝	虹の巻貝石	5	ロッキー山脈の東側で見つかった、オパールのような石。巻貝のような形をしている。				470		2016-08-08 03:03:32	5606:輝く巻貝石
905	財宝	覇王の宝冠	1	所有するものに覇をもたらすと伝えられる、豪華な宝冠。しかし、言い伝えは作られたものらしい。ハンザ同盟の富をつぎ込んで作られたという。		1	3	150	北欧の覇	2015-01-27 02:09:17	1003:北欧の覇
948	財宝	馬頭琴	5	弦楽器の一種。先端部分が馬の頭の形をしていることから、この名がある。ウマの尾毛を100本束ねた弦が2本張られており、弓を用いて演奏する。四角い共鳴箱から響く音色は奥行きがある。		7	10	950	大地の音色	2015-01-27 02:09:17	3640:大地の音色
862	財宝	梅瓶	2	焼物の一種で、口が小さく背丈が高く、足元に対して肩が広く張っている器の総称。<br>中国の古い時代から見られ、景徳鎮製のものは特に人気が高い。		1	4	280	サルベージ。読み方は｢めいぴん」	2018-08-05 22:09:21	2596:梅瓶
810	財宝	伯爵令嬢の指輪	1	悲運に見舞われたある伯爵令嬢の指輪。希少価値の高い大きな青水晶が使われている。内側には、出自を証明する刻印がされている。		1	1	75	とある令嬢の指輪	2015-01-27 02:09:17	213:とある令嬢の指輪
887	財宝	白銀の燭台	1	銀は金属の中でも特に白く輝くものだが、この燭台はひときわ白く輝いている。銀に混ぜる金属の種類と割合に秘密があるというが、解明することはできないだろう…。		1	2	100	神秘的な燭台	2015-01-27 02:09:17	700:神秘的な燭台,6137:銀の燭台の調査
3211	財宝	白砂糖のデザート	2	白砂糖「だけ」を材料に作られた、屋敷や城の模型。古くからヨーロッパ各地の王侯貴族たちの宴席で供されており、見て楽しんだ後に粉々にして列席者に振る舞われた。<br>家の財力を誇示するため、豪華な装飾をつけることもあるようだ。		9	3			2018-08-06 22:33:51	6022:新郎の見栄にかけて
3277	財宝	白氏文集	2	中唐の文人である白居易文集。はくしぶんしゅうと読む。<br>生前から多作の詩人として知られ、身分問わず広く読まれた。<br>彼の詩は日本や新羅にも早くに伝わったが、偽作の民間<br>流布本も多く出回ったという。		4	6	380	現在は｢はくしもんじゅう」の読み方が一般的ですが、平安時代～明治時代までは｢はくしぶんしゅう｣と読まれていました。。。	2018-08-06 23:14:25	6111:詩の真偽
886	財宝	白拍子の衣装	4	男装の舞衣装。白拍子（しらびょうし）とは平安時代末期に起こった歌舞、または舞い手のこと。歌いながら舞う。女性が舞うことが多かったが、男性の舞い手も存在した。		7	8	650	麗人の舞	2015-01-27 02:09:17	2762:麗人の舞
3152	財宝	八塩折之酒	5	八頭八尾の竜が殺された、と伝わる場所に落ちていた酒。ずいぶん古いもののように見えるが、中の酒は嘘のように新鮮なままである。		5	5		極東のドラゴンスレイヤー	2017-04-16 11:09:22	5893:極東のドラゴンスレイヤー
3087	財宝	般若経の貝葉写本	5	ヤシの葉で作られた般若経の写本。貝葉とは貝多羅葉の略であり、南アジアや東南アジアの筆記媒体として用いられた。		9	15			2017-05-23 16:58:55	5819:写本の材料
889	財宝	百済王の冠飾り	2	百済の遺跡で発見された、冠を飾るためのもの。百済王が使用していたものと思われる。金で作られており、とても豪華だ。		4	6	370	ダンジョン	2015-01-27 02:09:17	2794:宋山里遺跡群（深層）
890	財宝	百済王の勾玉	3	百済の遺跡で発見された勾玉（まがたま）。豪華な装飾が施されているため、とても目を引く。		4	7	500	ダンジョン	2015-01-27 02:09:17	2708:宋山里遺跡群（中層）
891	財宝	百済王の太刀	4	百済の遺跡で発見された環頭太刀。<br>柄には、龍の装飾がある。きっと百済王が使用していたのだろう。		9	10	800	百済王の軌跡	2015-01-27 02:09:17	2922:百済王の軌跡
888	財宝	百歩蛇のつぼ	2	百歩蛇（ヒャッポダ）をかたどった陶器のつぼ。<br>台湾島先住民であるルカイ民族やパイワン民族の制度では、貴族の身分の象徴とされ、平民は所有できない。		5	9	290	古代の道具の地図	2015-01-27 02:09:17	2590:古代の道具の地図
869	財宝	浮き彫りのつぼ	1	表面に美しいレリーフを施したつぼ。実用品ではなく、飾るためのものだろう。		1	2	22	美しいつぼの地図	2015-01-27 02:09:17	927:美しいつぼの地図
863	財宝	武器の操作	4	ネーデルラントの総督マウリッツ伯の著作。マウリッツ伯は、軍事訓練の手法を細かく分化し、一つ一つの手順に対する理解度を高めることに成功。その情報を包み隠さずこの書物にまとめた。各軍の練度は著しく向上したという。		7	8	740	傭兵に贈る兵法書<br><br>発見時経験値740　発見物カード経験値370	2016-06-07 10:36:55	3311:傭兵に贈る兵法書
3114	財宝	封神演義	5	明代に書かれた文学作品。殷周革命時代を舞台に多くの神仙が活躍する物語。民間信仰に大きな影響を与えた。		9	15	1340		2017-05-21 14:24:13	5842:太公望を描いた文学作品
947	財宝	風信帖	1	読みは「ふうしんじょう」。空海が最澄に宛てて送った書状。<br>日本に残る唐風の名筆である。空海は能書家としても名高く、この書状は彼の最高傑作と評されている。		5	5	190	能書家の書状の地図	2015-01-27 02:09:17	2353:能書家の書状の地図
809	財宝	仏氏雑弁	1	政治家・鄭道伝による著書。鄭道伝は、朝鮮王朝の創始者である李成桂に重用された。<br>この著書によって、儒教を中心とした政策の基礎を確立させたという。		5	4	140	貴重な書物の地図	2015-01-27 02:09:17	2741:貴重な書物の地図
3121	財宝	平家物語	5	日本の有力武士であった平家の興亡を描いた軍記物語。琵琶法師と呼ばれる盲目の僧が語り伝えている。		9	10			2017-05-24 21:00:03	5861:源氏物語があるならば
824	財宝	変わり前立て	2	日本のある武将が身につけたといわれる兜。前面に「愛」と書かれた立物（たてもの）をつけている。立物は本来大将しか身につけられず、形も決まっていたが、近年は下級兵士にも開放され、意匠も多様化している。		7	8	365	ある大名の兜の地図	2015-01-27 02:09:17	2743:ある大名の兜の地図
843	財宝	宝飾甲冑	1	金銀宝石で飾り立てられた甲冑。重さ、強度ともに、まったく実用的ではない。貴族が贅を凝らして作ったものである。		1	4	140	きらびやかな甲冑の地図	2015-01-27 02:09:17	1916:きらびやかな甲冑の地図
842	財宝	宝石をちりばめた小箱	1	色とりどりの宝石をちりばめた、美しい箱。高貴な婦人の宝石箱ではないだろうか。		1	2	38	豪華な宝石細工の地図	2015-01-27 02:09:17	587:豪華な宝石細工の地図
852	財宝	方丈記	1	鴨長明が著した随筆。移り変わりゆく人の世を憂い、感慨を述べた日本文学である。<br>当時の災厄についての記述と、自らの草庵生活についての記述から成る。		5	4	120	随筆の地図	2015-01-27 02:09:17	2333:随筆の地図
853	財宝	方法序説	3	フランスの哲学者、デカルトの著作。物事の捉え方・考え方について、デカルト本人の自伝も含めて書かれている。三十年戦争でマウリッツ伯の軍に入隊していたころの記述もある。		6	6	520	大国の思惑<br><br>発見時経験値520　発見物カード経験値260	2016-06-07 09:45:08	3310:大国の思惑
2527	財宝	法螺貝笛	3	東の国の戦において、進退の合図のために使用されていた楽器。大きな巻貝を加工した楽器で音を出すには訓練が必要なようだ。		6			安土城（上層隠し部屋）	2015-11-14 19:38:55	4808:安土城（上層隠し部屋）
813	財宝	北投石	3	台北で産出される鉱石の一種。薬石として高い医療効果が期待されており、あらゆる疾病に有効であるといわれている。		6	7	510	ダンジョン	2015-01-27 02:09:17	2554:紅毛城（中層）
3354	財宝	北方民族文化誌	1	16世紀のスウェーデン人司教、オラウス・マグヌスが記した北欧文化地誌。北欧各地の生活文化・自然・伝承などの情報が記されている。全22巻で情報量も多く、挿絵として481点の木版画が添えられている。		5	6	200		2018-10-30 23:12:35	6219:北欧に関する書物の地図
861	財宝	枕草子	4	平安時代に清少納言が著した随筆。四季折々の自然や、宮中での行事、人間模様などが題材となっている。<br>機知に富んだ内容がつづられており、筆者の優れた感性が随所に表れている。		8	8	690	四季折々の味わい	2015-01-27 02:09:17	2327:四季折々の味わい
796	財宝	万葉集	4	約4500首を収めた和歌集。詠み手の身分や住む場所に関わらず、多様な作品が集められている。<br>日本に現存する和歌集の中では、最古のものとされる。		7	8	680	最古の和歌集	2015-01-27 02:09:17	2338:最古の和歌集
951	財宝	魅惑の果実	5	淡い緑と鮮やかな赤が混在するトルマリン。その色味からスイカに例えられる。トルマリンは実にさまざまな色をもつ宝石であり、ひとつの原石に複数の色が混在しているものが多い。		9	12	1170	美しく奇妙な石	2015-01-27 02:09:17	1357:美しく奇妙な石
812	財宝	勇王の王冠	1	イベリア半島北部にあるナバラ王国は、かつてイベリアでもっとも栄えていた。これは、初期の王家の王冠だと思われる。古いながらも丁寧で精巧な細工が施されている。		1	1	90	古き時代の王	2015-01-27 02:09:17	481:古き時代の王
835	財宝	妖精のささやき	5	2000カラットをゆうに超える、巨大なオパール。透明感があり中まで美しくきらめいているのが見える。この石には妖精がすんでいて持ち主を気に入ると願いを叶えてくれるという伝説があるそうだ。		9	13	1170	妖精が住む宝石<br><br>発見時経験値1170　発見物カード経験値585	2016-07-30 23:16:42	1728:妖精が住む宝石
914	財宝	踊り子の扇子	2	朝鮮の踊りで使用される扇子。<br>華やかで美しい装飾が施されているものから質素な柄のものまで、種類は幅広い。		6	4	260	珍しい舞	2015-01-27 02:09:17	2664:珍しい舞
915	財宝	踊る炎	5	極めて強い遊色効果を持つオパール。まるで炎を封じ込めたかのようだ。アステカでは炎を司る禍の神・シウコアトル由来のものと考えられ、封印されていた。		8	10	816	炎を下さい	2015-01-27 02:09:17	1220:炎を下さい
945	財宝	雷切	4	落ちてきた雷を切り、持ち主の身を守ったといわれる日本の刀。名匠の手により造り出された、切れ味抜群の名刀である。刀身には雷を切ったらしき痕跡が残っている。		8	8	660	雷を切り裂く刃	2015-01-27 02:09:17	2929:雷を切り裂く刃
903	財宝	蘭亭序	3	王羲之により書かれた行書。<br>文中に何度も出てくる文字は、文脈によって形を書き分けられている。唐代の太宗皇帝がこれを気に入り、書家に模刻させたという。		6	6	530	唐代皇帝への興味<br><br>発見時経験値530　発見物カード経験値265	2016-07-03 20:00:55	2876:唐代皇帝への興味
885	財宝	留めピン	1	女性のケープ、ショールなどを留める金製のピン。高貴な身分の人物が身に付けたピンは装飾も豊かで芸術性に富む。		4	5	140	精巧な加工の地図	2015-01-27 02:09:17	1819:精巧な加工の地図
898	財宝	竜殺しの紋章	2	竜を討つ伝説で知られる勇者ゲオルグの末裔の家に伝わる紋章旗。帆布に染め抜いて掲げれば、さぞ勇壮な眺めになることだろう。		3	5	350	竜殺しの紋章<br><br>発見時経験値350　発見物カード経験値175	2016-07-22 17:10:35	1047:竜殺しの紋章
3212	財宝	料理の形式	2	14世紀イングランドの王侯貴族向けの料理本で、フランス語由来の調理用語が使われている。リチャード2世の料理長によって編纂されたといわれ、当時はまだ珍しかった砂糖やインド・アジア・中東産の香辛料やハーブを使った料理が多い。		9	4	300	カード経験150	2018-01-22 16:53:35	6023:料理人向けのテキスト
882	財宝	瑠璃珠の首飾り	2	台湾島先住民の一部に家宝として代々伝えられていた首飾り。<br>瑠璃珠には神聖な力が宿ると信じられ、病気治療の儀式にも使用される。		6	5	310	集落の痕跡	2015-01-27 02:09:17	2487:集落の痕跡
883	財宝	瑠璃製の杯	2	新羅に縁ある場所でよく発掘される杯。美しい瑠璃色のガラスで作られている。<br>特別な装飾があるわけではないが、とても目を引く。		6	4	240	青の宝物	2015-05-17 01:47:37	2663:青の宝物
864	財宝	歴史叢書	2	三部四十巻からなる、歴史家ディオドロスの著書。一巻から五巻が各国の神話をまとめたものであり、十一巻から二十巻が年代史という構成である。それ以外の巻は行方不明のようだ。		3	6	370	歴史書にある生涯	2015-01-27 02:09:17	2041:歴史書にある生涯
3378	財宝	狼の牧者に関する報告書	5	ロシアや東ヨーロッパで広く伝わっている、聖ゲオルギイに関する伝承を集めた報告書。三十頭の狼を引き連れた「狼の牧者」ゲオルギイの説話が収められており、現地の古い信仰とキリスト教の伝承が習合する過程がまとめられている。		7	15	1290		2019-01-27 13:59:28	6265:論文精査の協力依頼
3226	財宝	和氏の璧	4	春秋戦国時代の中国北方の国・趙に伝わる宝物。「かしのへき」と読む。楚の卞和(べんか)という人物によって原石が発見された。のちに趙に伝わり「完璧」という言葉の由来にもなったいわくつきの宝物である。		9	4	730	カード経験365	2018-01-21 17:45:41	6031:天下に名高い宝物
2535	財宝	笙							紅毛城（中層隠し部屋）	2015-01-27 02:09:17	4806:紅毛城（中層隠し部屋）
3259	財宝	袞龍袍	3	中国の歴代王朝において、皇帝が公の場に出る際にまとっていた宮廷用の服で「こんりゅうほう」と読む。幸福や長寿を祈る吉祥文様が全身にあしらわれ、特に皇帝だけが許された5本指の龍の刺繍が9カ所に入っている。		10	12			2018-01-25 20:53:45	6079:豪華な下賜品の地図
917	財宝	辟邪像	4	読みは、「へきじゃぞう」。魔除けに使われる獣像。重慶の遺跡で発見された。<br>辟邪とは、悪霊を追い払うと信じられた伝説上の獣のこと。		1	10	740	ダンジョン	2015-01-27 02:09:17	2826:楽山大仏（深層）
942	財宝	阮	1	読みは「げん」。漢代に製作されたと思われる楽器。<br>竹林の七賢の一人・阮咸が愛用したことから武則天が阮咸と名付けた。現在では阮と呼ばれているようだ。		4	4	140	円形の楽器の地図	2015-01-27 02:09:17	2806:円形の楽器の地図
956	化石	かぎ爪のある巨大な獣の骨	1	かぎ爪を持った巨大な生物の骨。形からはクマを思わせるが、それとは比べ物にならないほどに大きい。どれほど恐ろしい生物だったのだろう。		1	6	190	獣の骨の地図	2015-01-27 02:09:17	1499:獣の骨の地図
957	化石	アゴの長いトカゲのような石	1	体長60cm以上の、トカゲのような石。他の石と重なるようにして見つかった。		6	6	200	奇妙な石の地図	2015-01-27 02:09:17	3004:奇妙な石の地図
2662	化石	ウマのようなゾウの骨	1	動物の頭部の骨。顔が長く、ウマに似ているが、ゾウのような牙も持っている。		1	4	160		2015-05-14 01:54:47	5248:奇妙な石の地図
958	化石	カメのようなドラゴンの骨	1	カメのような体格をした生物の骨で、泉州近辺で見つかった。<br>腹部が大きく膨れており、甲羅を背負っているように見える。		6	3	200	不気味な形の骨の調査	2015-01-27 02:09:17	2799:不気味な形の骨の調査
959	化石	カメのような動物の石	2	黄河の南で発見されたカメと思われる生物の石。頭と思われる部分は見当たらないが、欠けてしまったのだろうか？		5	9	330	奇妙な石の地図	2015-01-27 02:09:17	2886:奇妙な石の地図
960	化石	キバのあるトカゲのような石	2	ジョギンズで出土したトカゲに似た石。<br>トカゲにしては、アゴの部分が細長い気もするが、古代にはこんな生物が生息していたのだろうか？		6	6	230	奇妙な石の地図	2015-01-27 02:09:17	3008:奇妙な石の地図
961	化石	キバのある動物の骨	3	巨大なキバが特徴的な動物の骨。チーターやトラに似た形なことから、俊敏な動きで獲物を追い、このキバで捕食したのだろう。		7	7	470	古の生命	2015-01-27 02:09:17	2956:古の生命
3047	化石	コブのある獣の化石	1	巨大なコブが頭蓋にある獣の化石。何のためのコブだったのかはわからないが、骨以外の器官が存在していたかもしれない。						2018-02-07 18:17:59	5741:奇妙な獣の骨の地図
3018	化石	サメの歯の石	1	サメの歯が固まったように見える石。魔除けや装身具として加工されることもある。		2			2017.02.07新規登録	2017-02-10 22:04:45	5730:巨大な魚骨の地図
962	化石	トカゲのような鳥の骨	5	頭から体にかけてはトカゲのようで、腕が鳥の翼のような動物の骨である。なぜか石のように変化している。体のまわりには羽のような模様があり、全身に羽が生えていたと思われる。こんな動物は見たことも聞いたこともない。新種だろうか？		7	12	1118	魔物の骨	2015-01-27 02:09:17	1008:魔物の骨
963	化石	トカゲの卵のような石	1	両手のひらに乗る程の卵状の石。すぐ近くにトカゲの骨を思わせる石があるせいか、まるでトカゲの卵のように見える。		3	5	160	奇妙な石の地図	2015-01-27 02:09:17	1946:奇妙な石の地図
3229	化石	トゲだらけの虫の石	2	北米北西部のバージェス頁岩から見つかった奇妙な石。トゲだらけで、虫のように見えるが、その正体は定かではない。		5	8			2018-01-23 14:26:24	6038:奇妙な石の地図
964	化石	ヒレのあるドラゴンの骨	1	頭から体にかけては巨大なトカゲのようで、手足がウミガメのようなヒレになっている動物の骨。体長は2mほどで、石のように変化している。ヒレがあるのだから、海か湖にいたのだろう。なぜ陸で見つかったのだろうか。		2	3	170	泳げるドラゴン	2015-01-27 02:09:17	353:泳げるドラゴン
2992	化石	海の生物の化石	5	チョモランマで発見された、海の生物の模様を含んだ石。山の上でこのような石が多数見つかる理由は、いまだ解明されていない。		9		940	2017.02.07新規追加	2017-02-08 09:29:15	5700:通が好む石
988	化石	角のないドラゴンの骨	1	非常に大きな動物の骨の形をした石。足が4本あり体が大きく首と尾が長く、まさに伝説のドラゴンといった姿なのだが、角と翼がない。伝説のドラゴンは誇張された姿で、これが本当の姿なのだろうか。		2	2	110	アフリカのドラゴン	2015-01-27 02:09:17	22:アフリカのドラゴン
3222	化石	顎が大きな魚の頭骨	5	強靭な顎を持つ、巨大な生物の頭骨。非常に重厚な骨で覆われている。魚のようであるが、体の後部の骨は見つかっていない。		9	12			2018-01-23 13:20:38	6032:巨大魚の頭骨
976	化石	巻き貝の模様の石	1	非常に大きな巻貝の形の石。貝が大きくなりすぎると石になるのだろうか？　陸地で見つかるのも不思議だ。		1	1	31	奇妙な石の地図	2015-01-27 02:09:17	412:奇妙な石の地図
3223	化石	奇妙なエビの石	5	北米北西部のバージェス頁岩から見つかった奇妙な石。エビの腹部のようでもあり、なんらかの生物の触手のようにも見える。		10	14			2018-01-23 02:16:39	6024:奇妙の極み
3230	化石	巨大なカメの骨	2	全長約4m、全幅約5mという巨大なウミガメの骨。甲羅は骨で覆われておらず、皮か何かで覆われていたものと思われる。		8	10			2018-01-23 16:05:42	6039:巨大なカメの骨の地図
972	化石	巨大なサメの骨	2	10mを軽く超える、大型のサメの骨格。歯ははっきりと残っているが、それ以外は痕跡程度である。サメは骨が柔らかいからだろう。それはともかく、こんな巨大なサメの骨がなぜ陸地で発見されたのだろう？		2	4	230	陸にあってはいけないもの	2015-01-27 02:09:17	1044:陸にあってはいけないもの
973	化石	巨大なゾウの骨	5	黄河付近で発見された大型のゾウの骨。<br>左右の牙の間が狭く、鼻を通すことはできそうもない。		10	12	1120	大型生物の骨をめぐる論争	2015-01-27 02:09:17	2828:大型生物の骨をめぐる論争
2932	化石	巨大なペンギンの骨	1	北米中部で見つかった巨大なペンギンのような骨。通常の水鳥と異なり、くちばしに歯のようなものが付いている。						2016-08-12 01:04:09	5611:巨大なペンギンの骨の地図
974	化石	巨大なワニのような骨	1	アマゾンの陸地で発見された、体長10mを超えるワニに似た巨大な生物の骨。広大な森林地帯であるこの地は、かつては水に覆われていたのかもしれない。		4	5	140	ワニのような骨の地図	2015-01-27 02:09:17	1501:ワニのような骨の地図
3149	化石	巨大な草食動物の化石	5	非常に巨大な四足歩行型の動物の骨。ユーラシア大陸の全域で化石が発見されており、研究が進められている。生態は謎に包まれているが、犬歯より切歯が発達しているため草食だったと思われる。		9	15	1420		2017-06-11 22:50:37	5854:巨大生物を追え
3339	化石	巨大な鳥の骨	2	密林で見つかった、非常に巨大な鳥の骨。翼を閉じた状態であっても、人間より体が大きい。頑丈そうで大きな足を持っていることから、大きな魚や動物を捕らえて食べていたのかもしれない		8	8	230		2018-10-17 22:54:06	6218:巨大な鳥の骨の地図
